# _tick,_time,plr_track_level,track_level,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,agent_plr_passable_mass,agent_plr_max_score,agent_plr_weighted_num_edits,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_action_complexity,adversary_action_complexity,solved_rate:Cantilever-Adversarial-Mode1-v0,test_returns:Cantilever-Adversarial-Mode1-v0,reward_metric:Cantilever-Adversarial-Mode1-v0,node_Id:Cantilever-Adversarial-Mode1-v0,solved_rate:Cantilever-Adversarial-Mode2-v0,test_returns:Cantilever-Adversarial-Mode2-v0,reward_metric:Cantilever-Adversarial-Mode2-v0,node_Id:Cantilever-Adversarial-Mode2-v0,solved_rate:Cantilever-Adversarial-Mode3-v0,test_returns:Cantilever-Adversarial-Mode3-v0,reward_metric:Cantilever-Adversarial-Mode3-v0,node_Id:Cantilever-Adversarial-Mode3-v0,solved_rate:Cantilever-Adversarial-Mode4-v0,test_returns:Cantilever-Adversarial-Mode4-v0,reward_metric:Cantilever-Adversarial-Mode4-v0,node_Id:Cantilever-Adversarial-Mode4-v0,solved_rate:Cantilever-Adversarial-Mode5-v0,test_returns:Cantilever-Adversarial-Mode5-v0,reward_metric:Cantilever-Adversarial-Mode5-v0,node_Id:Cantilever-Adversarial-Mode5-v0,solved_rate:Cantilever-Adversarial-Mode12-v0,test_returns:Cantilever-Adversarial-Mode12-v0,reward_metric:Cantilever-Adversarial-Mode12-v0,node_Id:Cantilever-Adversarial-Mode12-v0,solved_rate:Cantilever-Adversarial-Mode23-v0,test_returns:Cantilever-Adversarial-Mode23-v0,reward_metric:Cantilever-Adversarial-Mode23-v0,node_Id:Cantilever-Adversarial-Mode23-v0,solved_rate:Cantilever-Adversarial-Mode34-v0,test_returns:Cantilever-Adversarial-Mode34-v0,reward_metric:Cantilever-Adversarial-Mode34-v0,node_Id:Cantilever-Adversarial-Mode34-v0,solved_rate:Cantilever-Adversarial-Mode45-v0,test_returns:Cantilever-Adversarial-Mode45-v0,reward_metric:Cantilever-Adversarial-Mode45-v0,node_Id:Cantilever-Adversarial-Mode45-v0,solved_rate:Cantilever-Adversarial-Mode123-v0,test_returns:Cantilever-Adversarial-Mode123-v0,reward_metric:Cantilever-Adversarial-Mode123-v0,node_Id:Cantilever-Adversarial-Mode123-v0,solved_rate:Cantilever-Adversarial-Mode234-v0,test_returns:Cantilever-Adversarial-Mode234-v0,reward_metric:Cantilever-Adversarial-Mode234-v0,node_Id:Cantilever-Adversarial-Mode234-v0,solved_rate:Cantilever-Adversarial-Mode345-v0,test_returns:Cantilever-Adversarial-Mode345-v0,reward_metric:Cantilever-Adversarial-Mode345-v0,node_Id:Cantilever-Adversarial-Mode345-v0,solved_rate:Cantilever-Adversarial-Mode1234-v0,test_returns:Cantilever-Adversarial-Mode1234-v0,reward_metric:Cantilever-Adversarial-Mode1234-v0,node_Id:Cantilever-Adversarial-Mode1234-v0,solved_rate:Cantilever-Adversarial-Mode2345-v0,test_returns:Cantilever-Adversarial-Mode2345-v0,reward_metric:Cantilever-Adversarial-Mode2345-v0,node_Id:Cantilever-Adversarial-Mode2345-v0,solved_rate:Cantilever-Adversarial-Mode12345-v0,test_returns:Cantilever-Adversarial-Mode12345-v0,reward_metric:Cantilever-Adversarial-Mode12345-v0,node_Id:Cantilever-Adversarial-Mode12345-v0,sps
269,1754499124.017295,,3.1875,0.0,0.0,0.0,0.0,1.0,51.56751275062561,0.0,9646080,37680,5392,1009,3.996777276866228,0.03725001737475395,-5.983747541904449e-09,2.3860021114349363,0,0.0,0.0,0.0,,,60.104166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.6305496506062
270,1754499187.190631,4.75,,0.0,0.0,0.0,0.0,0.9999999999999998,34.90622043609619,0.0,9682944,37824,5408,1013,7.514932612444051,0.10368361473083496,-0.00017252196557819842,2.1276832580566407,0,0.0,0.0,0.0,,,58.291666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.1895019467394
271,1754499249.2989929,5.5,,0.0,0.0,0.0,0.0,1.0,50.88509917259216,0.0,9719808,37968,5424,1017,9.629964903103158,0.16712240278720855,-0.00011477265506982803,2.041216325759888,0,0.0,0.0,0.0,,,57.479166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.7350804838235
272,1754499304.8539622,3.25,,0.0,0.0,0.0,0.0,1.0,58.53148698806763,0.0,9752576,38096,5456,1020,8.750778778812151,0.12490833848714829,-4.040510393679142e-05,2.1163137435913084,0,0.0,0.0,0.0,,,58.208333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.64043831349005
273,1754499367.3572023,,5.0,0.0,0.0,0.0,0.0,0.9999999999999997,44.895461201667786,0.0,9789440,38240,5472,1024,3.900114391354633,0.06036099568009377,-1.9092112779617308e-09,2.317743730545044,0,0.0,0.0,0.0,,,60.395833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.6301760996393
274,1754499432.331493,5.0,,0.0,0.0,0.0,0.0,1.0,55.738359689712524,0.0,9826304,38384,5488,1028,6.895759034234553,0.10434907525777817,-4.913564771413803e-05,2.0898509979248048,0,0.0,0.0,0.0,,,58.0625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.23410947337675
275,1754499493.653083,4.5,,0.0,0.0,0.0,0.0,1.0,49.67539608478546,0.0,9863168,38528,5504,1032,7.849272580926396,0.10739203542470932,-2.934904769062996e-05,2.0418620109558105,0,0.0,0.0,0.0,,,57.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.99752524794167
276,1754499555.799356,4.25,,0.0,0.0,0.0,0.0,0.9999999999999999,32.53734111785889,0.0,9900032,38672,5520,1036,7.857849306113467,0.13410488665103912,-8.834907785058022e-05,2.116419792175293,0,0.0,0.0,0.0,,,57.9375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5404965356857
277,1754499613.3795953,,5.3125,0.0,0.0,0.0,0.0,0.9999999999999997,46.38247787952423,0.0,9932800,38800,5552,1039,4.975770105330379,0.06692173928022385,-7.264316082000732e-09,2.2549131393432615,0,0.0,0.0,0.0,,,59.645833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.6840661846998
278,1754499677.5222752,5.0,,0.0,0.0,0.0,0.0,1.0,46.2142288684845,0.0,9969664,38944,5568,1043,10.859184852020395,0.16856034696102143,-0.00015701167285442352,2.0729081630706787,0,0.0,0.0,0.0,,,57.916666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.2955213287121
279,1754499735.6010063,7.0,,0.0,0.0,0.0,0.0,1.0,47.27452993392944,0.0,10002432,39072,5600,1046,11.090624616807396,0.13719844222068786,-4.51914151199162e-05,2.0236323356628416,0,0.0,0.0,0.0,,,57.520833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.6097830286091
280,1754499791.5042167,2.25,,0.0,0.0,0.0,0.0,1.0,46.44356071949005,0.0,10035200,39200,5632,1049,9.294992111621239,0.14455688893795013,-7.671408820897341e-05,2.0947564601898194,0,0.0,0.0,0.0,,,57.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.36867643416025
281,1754499853.7072165,4.75,,0.0,0.0,0.0,0.0,1.0,44.820865988731384,0.0,10072064,39344,5648,1053,8.275648631212729,0.10714826732873917,-7.409644313156604e-05,2.102934694290161,0,0.0,0.0,0.0,,,57.916666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.18759544179915
282,1754499922.1761901,3.5,,0.0,0.0,0.0,0.0,1.0,46.688225865364075,0.0,10113024,39504,5648,1058,10.32585985165413,0.1455528110265732,-6.123972125351428e-05,2.087508296966553,0,0.0,0.0,0.0,,,57.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.11488808310384
283,1754499990.8323812,4.0,,0.0,0.0,0.0,0.0,1.0,49.765124917030334,0.0,10153984,39664,5648,1063,9.06904506497122,0.12356317490339279,-7.876940071582794e-05,2.06349139213562,0,0.0,0.0,0.0,,,58.166666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.33120602886186
284,1754500046.7074554,4.75,,0.0,0.0,0.0,0.0,1.0,44.19826865196228,0.0,10186752,39792,5680,1066,8.498108773433044,0.13035497367382048,-3.5950448364019394e-05,2.1010623931884767,0,0.0,0.0,0.0,,,57.833333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.5074221743889
285,1754500115.208323,6.25,,0.0,0.0,0.0,0.0,1.0,56.421953439712524,0.0,10227712,39952,5680,1071,9.744340978975256,0.15684635937213898,-4.209596663713455e-05,2.024251174926758,0,0.0,0.0,0.0,,,57.145833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9695787198415
286,1754500178.005632,4.5,,0.0,0.0,0.0,0.0,0.9999999999999999,43.396925926208496,0.0,10264576,40096,5696,1075,8.331984497997205,0.1478626936674118,-0.0001471373252570629,2.138752794265747,0,0.0,0.0,0.0,,,58.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.17501179542063
287,1754500240.290076,3.25,,0.0,0.0,0.0,0.0,0.9999999999999999,36.64569556713104,0.0,10301440,40240,5712,1079,9.25634716892625,0.15235526561737062,1.8922891467809676e-05,2.0667979240417482,0,0.0,0.0,0.0,,,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.7511659790996
288,1754500309.3511,1.5,,0.0,0.0,0.0,0.0,1.0,39.35133218765259,0.0,10342400,40400,5712,1084,9.216379869826737,0.1319077879190445,-0.0001969161443412304,2.1383313655853273,0,0.0,0.0,0.0,,,58.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.5435218675429
289,1754500364.8230324,3.0,,0.0,0.0,0.0,0.0,1.0,38.63875865936279,0.0,10375168,40528,5744,1087,11.156883405327644,0.13108168244361879,-8.164718747138976e-06,2.108848285675049,0,0.0,0.0,0.0,,,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.24970326376933
290,1754500420.2858212,3.75,,0.0,0.0,0.0,0.0,1.0,48.67933690547943,0.0,10407936,40656,5776,1090,7.509422622222954,0.18995535373687744,-1.9196607172489167e-05,2.1091259479522706,0,0.0,0.0,0.0,,,58.291666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.2956789385222
291,1754500475.3328269,,5.0,0.0,0.0,0.0,0.0,1.0,45.66042721271515,0.0,10440704,40784,5808,1093,3.4849268917751552,0.06860654056072235,-6.682239472866058e-09,2.291928291320801,0,0.0,0.0,0.0,,,59.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.95980704034366
292,1754500530.142356,3.75,,0.0,0.0,0.0,0.0,1.0,44.14012134075165,0.0,10473472,40912,5840,1096,9.155642616023247,0.1390892297029495,-5.2508898079395294e-05,2.078865385055542,0,0.0,0.0,0.0,,,57.770833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.72877448437947
293,1754500593.60581,5.25,,0.0,0.0,0.0,0.0,1.0,50.07959008216858,0.0,10510336,41056,5856,1100,9.689706779636523,0.13323307931423187,-8.175568655133247e-05,2.0719168186187744,0,0.0,0.0,0.0,,,57.979166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.66269117662284
294,1754500656.3093903,3.5,,0.0,0.0,0.0,0.0,1.0,44.74620521068573,0.0,10547200,41200,5872,1104,8.137631020532261,0.09880944639444351,-0.000156271830201149,2.1044445037841797,0,0.0,0.0,0.0,,,58.229166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.6754531197862
295,1754500706.0399234,3.75,,0.0,0.0,0.0,0.0,1.0,39.76466357707977,0.0,10575872,41312,5920,1106,9.429366476909628,0.11318529099225998,-5.558449774980545e-05,2.0904017448425294,0,0.0,0.0,0.0,,,57.583333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.8351405029978
296,1754500770.8984222,3.25,,0.0,0.0,0.0,0.0,1.0,54.37370538711548,0.0,10612736,41456,5936,1110,8.729127568374377,0.15790218710899354,-0.0001590463682077825,2.1041850090026855,0,0.0,0.0,0.0,,,57.833333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.7669885947034
297,1754500827.7245386,5.5,,0.0,0.0,0.0,0.0,1.0,38.19241225719452,0.0,10645504,41584,5968,1113,8.775468536886743,0.11362780034542083,8.301530033349992e-06,2.053540325164795,0,0.0,0.0,0.0,,,57.125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.33715706188207
298,1754500891.5384116,4.5,,0.0,0.0,0.0,0.0,1.0,47.773677110672,0.0,10682368,41728,5984,1117,9.674174745923725,0.12933439314365386,-7.896581664681434e-05,2.0711148262023924,0,0.0,0.0,0.0,,,57.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.9580633295153
299,1754500952.7553692,4.75,,0.0,0.0,0.0,0.0,1.0,48.39708209037781,0.0,10719232,41872,6000,1121,8.494219047461927,0.0988227218389511,-0.00010440447367727756,2.1104907512664797,0,0.0,0.0,0.0,,,58.145833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.53420331434666
300,1754501002.8491437,4.25,,0.0,0.0,0.0,0.0,1.0,53.89058589935303,0.0,10747904,41984,6048,1123,7.686129396092548,0.13794925510883332,4.657916724681854e-06,2.154506874084473,0,0.0,0.0,0.0,,,58.145833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.83842967372
301,1754501057.1620111,7.75,,0.0,0.0,0.0,0.0,1.0,37.754032015800476,0.0,10780672,42112,6080,1126,10.673934575232861,0.16130348443984985,-2.3239757865667343e-05,2.033222484588623,0,0.0,0.0,0.0,,,57.041666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.08698682381714
302,1754501118.4154382,5.0,,0.0,0.0,0.0,0.0,0.9999999999999999,44.30965781211853,0.0,10817536,42256,6096,1130,10.130805480226535,0.16444980204105378,-0.00016507646068930626,2.0766265392303467,0,0.0,0.0,0.0,,,57.979166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.3370328047115
303,1754501179.8837314,2.5,,0.0,0.0,0.0,0.0,0.9999999999999999,50.95621347427368,0.0,10854400,42400,6112,1134,7.897609072688755,0.18799478113651275,-4.927255213260651e-06,2.1232156276702883,0,0.0,0.0,0.0,,,58.145833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.22498423178166
304,1754501234.1149328,3.25,,0.0,0.0,0.0,0.0,0.9999999999999999,42.23126173019409,0.0,10887168,42528,6144,1137,8.179392774359421,0.08774916380643845,-0.0001436450518667698,2.140677499771118,0,0.0,0.0,0.0,,,58.645833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.5854363055315
305,1754501295.3841083,1.25,,0.0,0.0,0.0,0.0,1.0,42.193153500556946,0.0,10924032,42672,6160,1141,4.997735683989414,0.053056535124778745,-0.00021573984995484352,2.1430215358734133,0,0.0,0.0,0.0,,,58.208333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.23743744150073
306,1754501351.269379,5.5,,0.0,0.0,0.0,0.0,1.0,40.76729118824005,0.0,10956800,42800,6192,1144,7.887423283349618,0.09199502915143967,-0.00013852273114025592,2.0706156730651855,0,0.0,0.0,0.0,,,57.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.5307053706964
307,1754501400.5864408,,5.75,0.0,0.0,0.0,0.0,1.0,51.581841707229614,0.0,10985472,42912,6240,1146,6.4402971884248625,0.09253194630146026,1.1827796697616576e-08,2.14788761138916,0,0.0,0.0,0.0,,,58.729166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2938472551819
308,1754501455.4552178,,4.6875,0.0,0.0,0.0,0.0,1.0,50.69124698638916,0.0,11018240,43040,6272,1149,3.777433550062895,0.0657009944319725,-1.4901161193847657e-09,2.285272550582886,0,0.0,0.0,0.0,,,60.104166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2012621688553
309,1754501517.1724246,3.25,,0.0,0.0,0.0,0.0,0.9999999999999997,38.437652587890625,0.0,11055104,43184,6288,1153,7.573521370016934,0.08620587438344955,-0.00023512435145676137,2.1836001873016357,0,0.0,0.0,0.0,,,58.895833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.86460021537243
310,1754501578.0352309,4.0,,0.0,0.0,0.0,0.0,1.0,47.96265661716461,0.0,11091968,43328,6304,1157,4.901440607209561,0.06778870820999146,-0.0002859931904822588,2.128874111175537,0,0.0,0.0,0.0,,,58.104166666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.4620204989931
311,1754501633.8588417,6.75,,0.0,0.0,0.0,0.0,1.0,50.85655450820923,0.0,11124736,43456,6336,1160,9.545435478823103,0.17937662005424498,-6.666919216513634e-05,2.0546711444854737,0,0.0,0.0,0.0,,,57.708333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.919646236788
312,1754501694.9613879,,6.5625,0.0,0.0,0.0,0.0,1.0,41.606953740119934,0.0,11161600,43600,6352,1164,4.878717676912066,0.09545136541128159,1.1431984603404999e-08,2.1962735176086428,0,0.0,0.0,0.0,,,58.8125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.1212208645288
313,1754501757.583461,3.75,,0.0,0.0,0.0,0.0,1.0,50.16885995864868,0.0,11198464,43744,6368,1168,8.770921139809897,0.14251133501529695,-3.273007459938526e-05,2.0965282917022705,0,0.0,0.0,0.0,,,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0616718555553
314,1754501819.7727263,,3.9375,0.0,0.0,0.0,0.0,1.0,43.71451139450073,0.0,11235328,43888,6384,1172,3.9920763966338355,0.04229266792535782,5.401670932769775e-09,2.334456443786621,0,0.0,0.0,0.0,,,60.395833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.37169677520546
315,1754501874.837204,4.25,,0.0,0.0,0.0,0.0,1.0,39.97775614261627,0.0,11268096,44016,6416,1175,8.776650059668329,0.1410289853811264,-2.7167657390236854e-05,2.066230869293213,0,0.0,0.0,0.0,,,57.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.91548294016764
316,1754501937.3395765,0.75,,0.0,0.0,0.0,0.0,0.9999999999999998,48.9512175321579,0.0,11304960,44160,6432,1179,6.080125278926561,0.08480420112609863,-0.0002152669243514538,2.19647159576416,0,0.0,0.0,0.0,,,58.895833333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.68236298304333
317,1754501992.7072496,5.75,,0.0,0.0,0.0,0.0,1.0,45.79620063304901,0.0,11337728,44288,6464,1182,4.4555018807264375,0.07871424853801727,-0.0004389856941998005,2.392002725601196,0,0.0,0.0,0.0,,,60.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.8544990594802
318,1754502047.9057462,6.75,,0.0,0.0,0.0,0.0,0.9999999999999997,65.03896117210388,0.0,11370496,44416,6496,1185,9.481084181247642,0.14472999572753906,5.4120086133480075e-06,2.0959890365600584,0,0.0,0.0,0.0,,,57.833333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0168673960077
319,1754502114.4218965,5.0,,0.0,0.0,0.0,0.0,1.0,51.56310796737671,0.0,11411456,44576,6496,1190,6.560912115935953,0.09359229803085327,-0.0002077130600810051,2.0933765411376952,0,0.0,0.0,0.0,,,57.958333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.9128942507195
320,1754502170.1245084,5.25,,0.0,0.0,0.0,0.0,1.0,56.22709393501282,0.0,11444224,44704,6528,1193,8.766320250938886,0.16296495199203492,-0.0003189097158610821,2.078878402709961,0,0.0,0.0,0.0,,,57.458333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6410794818204
321,1754502231.7279391,,6.125,0.0,0.0,0.0,0.0,0.9999999999999997,40.20312428474426,0.0,11481088,44848,6544,1197,5.99742383552328,0.08460315614938736,-3.073364496231079e-09,2.223418188095093,0,0.0,0.0,0.0,,,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.43632824521774
322,1754502287.172776,,4.0625,0.0,0.0,0.0,0.0,0.9999999999999999,65.51183462142944,0.0,11513856,44976,6576,1200,5.765664547699298,0.0786469891667366,-4.0745362639427185e-09,2.3199236392974854,0,0.0,0.0,0.0,,,60.166666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.39951154925126
323,1754502346.8265293,6.25,,0.0,0.0,0.0,0.0,0.9999999999999999,44.37929391860962,0.0,11550720,45120,6592,1204,5.128717804651038,0.08571479767560959,-0.0007409423124045134,2.3613378047943114,0,0.0,0.0,0.0,,,60.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.3566436169114
324,1754502395.3542924,4.5,,0.0,0.0,0.0,0.0,1.0,50.02830624580383,0.0,11579392,45232,6640,1206,5.86072149548653,0.10430653542280197,-0.0012577556539326907,2.4590386390686034,0,0.0,0.0,0.0,,,61.458333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.9328473436204
325,1754502455.0923016,,4.0625,0.0,0.0,0.0,0.0,1.0,46.05301916599274,0.0,11616256,45376,6656,1210,6.320691271798268,0.06520058959722519,-1.434236764907837e-08,2.3014326095581055,0,0.0,0.0,0.0,,,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.84382896090705
326,1754502522.4038856,5.75,,0.0,0.0,0.0,0.0,0.9999999999999996,68.08027625083923,0.0,11657216,45536,6656,1215,8.371508209620693,0.13087692856788635,-0.00014976544771343469,2.1170006275177,0,0.0,0.0,0.0,,,58.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.2976665211167
327,1754502582.7075067,4.75,,0.0,0.0,0.0,0.0,1.0,54.59057092666626,0.0,11694080,45680,6672,1219,7.4411573832368605,0.13132125735282899,-0.00017763394862413406,2.281365728378296,0,0.0,0.0,0.0,,,59.416666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.5406143478845
328,1754502649.739467,6.75,,0.0,0.0,0.0,0.0,0.9999999999999997,109.25711393356323,0.0,11735040,45840,6672,1224,6.941183881788591,0.16197597682476045,-0.0016353761311620474,2.2626630783081056,0,0.0,0.0,0.0,,,59.166666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.5620640424455
329,1754502704.331388,4.0,,0.0,0.0,0.0,0.0,0.9999999999999996,97.71254062652588,0.0,11767808,45968,6704,1227,5.083501359177104,0.1709019958972931,-0.0004822463029995561,2.3126530170440676,0,0.0,0.0,0.0,,,59.791666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.12645498142615
330,1754502746.8570538,6.75,,0.0,0.0,0.0,0.0,1.0,94.00016665458679,0.0,11792384,46064,6768,1228,5.970218706603814,0.18854939341545104,-0.00010964879766106606,2.2560658931732176,0,0.0,0.0,0.0,,,59.791666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.6273975287647
