Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	1.7882e-002
6	8.6137e-002
7	0.19621
8	0.33867
9	0.50373
10	0.6818
11	0.8637
12	1.0408
13	1.2051
14	1.3496
15	1.4681
16	1.5554
17	1.6077
18	1.6222
19	1.5975
20	1.5332
21	1.4304
22	1.2914
23	1.1194
24	0.91867
25	0.69448
26	0.45266
27	0.19964
28	-5.7807e-002
29	-0.31276
30	-0.55833
31	-0.78786
32	-0.99511
33	-1.1744
34	-1.321
35	-1.4307
36	-1.5007
37	-1.5291
38	-1.515
39	-1.459
40	-1.3625
41	-1.2283
42	-1.0601
43	-0.86259
44	-0.64117
45	-0.40199
46	-0.15168
47	0.10286
48	0.35459
49	0.59656
50	0.82207
51	1.0249
52	1.1995
53	1.3409
54	1.4454
55	1.51
56	1.533
57	1.5136
58	1.4526
59	1.3516
60	1.2134
61	1.0419
62	0.84179
63	0.61875
64	0.37897
65	0.12916
66	-0.12368
67	-0.37245
68	-0.61014
69	-0.82998
70	-1.0257
71	-1.1917
72	-1.3229
73	-1.4155
74	-1.4663
75	-1.4735
76	-1.4361
77	-1.3545
78	-1.2298
79	-1.0643
80	-0.86128
81	-0.62457
82	-0.35869
83	-6.856e-002
84	0.24075
85	0.5642
86	0.89708
87	1.2353
88	1.5755
89	0.
90	1.9159
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	1.7882e-002
99	8.6137e-002
100	0.19621
101	0.33867
102	0.50373
103	0.6818
104	0.8637
105	1.0408
106	1.2051
107	1.3496
108	1.4681
109	1.5554
110	1.6077
111	1.6222
112	1.5975
113	1.5332
114	1.4304
115	1.2914
116	1.1194
117	0.91867
118	0.69448
119	0.45266
120	0.19964
121	-5.7807e-002
122	-0.31276
123	-0.55833
124	-0.78786
125	-0.99511
126	-1.1744
127	-1.321
128	-1.4307
129	-1.5007
130	-1.5291
131	-1.515
132	-1.459
133	-1.3625
134	-1.2283
135	-1.0601
136	-0.86259
137	-0.64117
138	-0.40199
139	-0.15168
140	0.10286
141	0.35459
142	0.59656
143	0.82207
144	1.0249
145	1.1995
146	1.3409
147	1.4454
148	1.51
149	1.533
150	1.5136
151	1.4526
152	1.3516
