Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-3.3553e-002
6	-0.15302
7	-0.33808
8	-0.56809
9	-0.82243
10	-1.0816
11	-1.3274
12	-1.5438
13	-1.717
14	-1.8359
15	-1.8925
16	-1.8817
17	-1.802
18	-1.6549
19	-1.4451
20	-1.1802
21	-0.87007
22	-0.52692
23	-0.16424
24	0.20347
25	0.56144
26	0.89523
27	1.1913
28	1.4377
29	1.6244
30	1.7438
31	1.7911
32	1.7644
33	1.6649
34	1.4966
35	1.2667
36	0.9845
37	0.66172
38	0.31165
39	-5.1278e-002
40	-0.41213
41	-0.75602
42	-1.0688
43	-1.3376
44	-1.5514
45	-1.7013
46	-1.7812
47	-1.7877
48	-1.7208
49	-1.583
50	-1.3801
51	-1.1205
52	-0.81478
53	-0.47564
54	-0.11701
55	0.24631
56	0.59934
57	0.92755
58	1.2174
59	1.4569
60	1.6362
61	1.7479
62	1.7874
63	1.753
64	1.6462
65	1.4713
66	1.2356
67	0.94876
68	0.62268
69	0.27082
70	-9.2233e-002
71	-0.4514
72	-0.79169
73	-1.0989
74	-1.3599
75	-1.5635
76	-1.7008
77	-1.7653
78	-1.7533
79	-1.6638
80	-1.4989
81	-1.2631
82	-0.96321
83	-0.60807
84	-0.2077
85	0.22717
86	0.68586
87	1.1586
88	1.6374
89	0.
90	2.117
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-3.3553e-002
99	-0.15302
100	-0.33808
101	-0.56809
102	-0.82243
103	-1.0816
104	-1.3274
105	-1.5438
106	-1.717
107	-1.8359
108	-1.8925
109	-1.8817
110	-1.802
111	-1.6549
112	-1.4451
113	-1.1802
114	-0.87007
115	-0.52692
116	-0.16424
117	0.20347
118	0.56144
119	0.89523
120	1.1913
121	1.4377
122	1.6244
123	1.7438
124	1.7911
125	1.7644
126	1.6649
127	1.4966
128	1.2667
129	0.9845
130	0.66172
131	0.31165
132	-5.1278e-002
133	-0.41213
134	-0.75602
135	-1.0688
136	-1.3376
137	-1.5514
138	-1.7013
139	-1.7812
140	-1.7877
141	-1.7208
142	-1.583
143	-1.3801
144	-1.1205
145	-0.81478
146	-0.47564
147	-0.11701
148	0.24631
