Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.9323e-002
6	0.1535
7	0.31435
8	0.50055
9	0.69219
10	0.87359
11	1.0301
12	1.1517
13	1.2278
14	1.254
15	1.2285
16	1.1519
17	1.0278
18	0.86172
19	0.65998
20	0.43391
21	0.19278
22	-5.3749e-002
23	-0.29576
24	-0.52363
25	-0.72891
26	-0.90351
27	-1.0397
28	-1.1314
29	-1.1752
30	-1.17
31	-1.1154
32	-1.0143
33	-0.87202
34	-0.69404
35	-0.48809
36	-0.26283
37	-2.9593e-002
38	0.20227
39	0.42408
40	0.62577
41	0.80023
42	0.94174
43	1.0433
44	1.1026
45	1.1172
46	1.0866
47	1.0115
48	0.8932
49	0.73864
50	0.5527
51	0.3432
52	0.11701
53	-0.11837
54	-0.35151
55	-0.57272
56	-0.77147
57	-0.93965
58	-1.0693
59	-1.1566
60	-1.1982
61	-1.1903
62	-1.1318
63	-1.0243
64	-0.87077
65	-0.67752
66	-0.45164
67	-0.20254
68	6.0124e-002
69	0.32402
70	0.5765
71	0.80629
72	1.0024
73	1.1554
74	1.2583
75	1.3041
76	1.2915
77	1.2221
78	1.0987
79	0.92732
80	0.71521
81	0.47101
82	0.20518
83	-7.3e-002
84	-0.35313
85	-0.62658
86	-0.88764
87	-1.132
88	-1.3589
89	0.
90	-1.5715
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.9186e-002
99	0.15341
100	0.31472
101	0.50076
102	0.69231
103	0.87348
104	1.0301
105	1.1519
106	1.2278
107	1.2542
108	1.2285
109	1.1518
110	1.0279
111	0.86155
112	0.65994
113	0.4338
114	0.19295
115	-5.3558e-002
116	-0.29571
117	-0.52383
118	-0.72889
119	-0.90362
120	-1.0396
121	-1.1313
122	-1.1753
123	-1.1701
124	-1.1154
125	-1.0144
126	-0.87187
127	-0.69401
128	-0.48793
129	-0.26307
130	-2.9661e-002
131	0.20226
132	0.42414
133	0.62572
134	0.8005
135	0.94166
136	1.0435
137	1.1026
138	1.1171
139	1.0867
140	1.0113
141	0.89304
142	0.73847
143	0.5527
144	0.34301
145	0.1171
146	-0.11825
147	-0.35162
148	-0.57256
149	-0.7717
150	-0.93957
