Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-1.847e-003
6	-9.5732e-003
7	-2.2591e-002
8	-4.0117e-002
9	-6.1278e-002
10	-8.5195e-002
11	-0.111
12	-0.13784
13	-0.1649
14	-0.1914
15	-0.21664
16	-0.23992
17	-0.26065
18	-0.2783
19	-0.2924
20	-0.30257
21	-0.30853
22	-0.31006
23	-0.30704
24	-0.29943
25	-0.28731
26	-0.2708
27	-0.25012
28	-0.22558
29	-0.19754
30	-0.16644
31	-0.13277
32	-9.7058e-002
33	-5.9883e-002
34	-2.1846e-002
35	1.6436e-002
36	5.4338e-002
37	9.1239e-002
38	0.12653
39	0.15964
40	0.19002
41	0.21717
42	0.24065
43	0.26006
44	0.27509
45	0.2855
46	0.29111
47	0.29185
48	0.28769
49	0.27872
50	0.2651
51	0.24705
52	0.22488
53	0.19899
54	0.16979
55	0.1378
56	0.10356
57	6.7641e-002
58	3.0668e-002
59	-6.7305e-003
60	-4.3915e-002
61	-8.0246e-002
62	-0.1151
63	-0.14786
64	-0.17798
65	-0.2049
66	-0.22816
67	-0.24732
68	-0.26203
69	-0.27199
70	-0.27699
71	-0.27687
72	-0.27159
73	-0.26113
74	-0.2456
75	-0.22514
76	-0.19998
77	-0.17041
78	-0.13677
79	-9.9434e-002
80	-5.8833e-002
81	-1.5409e-002
82	3.0379e-002
83	7.8071e-002
84	0.12722
85	0.17742
86	0.22829
87	0.27951
88	0.33085
89	0.
90	0.38218
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-1.847e-003
99	-9.5732e-003
100	-2.2591e-002
101	-4.0117e-002
102	-6.1278e-002
103	-8.5195e-002
104	-0.111
105	-0.13784
106	-0.1649
107	-0.1914
108	-0.21664
109	-0.23992
110	-0.26065
111	-0.2783
112	-0.2924
113	-0.30257
114	-0.30853
115	-0.31006
116	-0.30704
117	-0.29943
118	-0.28731
119	-0.2708
120	-0.25012
121	-0.22558
122	-0.19754
123	-0.16644
124	-0.13277
125	-9.7058e-002
126	-5.9883e-002
127	-2.1846e-002
128	1.6436e-002
129	5.4338e-002
130	9.1239e-002
131	0.12653
132	0.15964
133	0.19002
134	0.21717
135	0.24065
136	0.26006
