Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-1.066e-002
6	-4.2179e-002
7	-8.8315e-002
8	-0.14479
9	-0.20827
10	-0.27608
11	-0.34608
12	-0.41646
13	-0.48572
14	-0.55256
15	-0.61588
16	-0.67472
17	-0.72826
18	-0.7758
19	-0.81674
20	-0.85058
21	-0.87691
22	-0.89544
23	-0.90593
24	-0.90826
25	-0.90236
26	-0.88828
27	-0.86611
28	-0.83606
29	-0.79839
30	-0.75343
31	-0.7016
32	-0.64335
33	-0.57923
34	-0.50982
35	-0.43574
36	-0.35768
37	-0.27635
38	-0.19249
39	-0.10687
40	-2.0277e-002
41	6.6502e-002
42	0.15267
43	0.23744
44	0.32004
45	0.39971
46	0.47572
47	0.54738
48	0.61403
49	0.67505
50	0.7299
51	0.77807
52	0.81912
53	0.85267
54	0.87842
55	0.89613
56	0.90563
57	0.90685
58	0.89977
59	0.88445
60	0.86103
61	0.82973
62	0.79083
63	0.74469
64	0.69173
65	0.63243
66	0.56733
67	0.49702
68	0.42214
69	0.34337
70	0.26142
71	0.17702
72	9.0947e-002
73	3.954e-003
74	-8.3188e-002
75	-0.16972
76	-0.25488
77	-0.33798
78	-0.41831
79	-0.49525
80	-0.56825
81	-0.63679
82	-0.7005
83	-0.7591
84	-0.81245
85	-0.86059
86	-0.90377
87	-0.9425
88	-0.97765
89	0.
90	-1.0106
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-1.066e-002
99	-4.2179e-002
100	-8.8315e-002
101	-0.14479
102	-0.20827
103	-0.27608
104	-0.34608
105	-0.41646
106	-0.48572
107	-0.55256
108	-0.61588
109	-0.67472
110	-0.72826
111	-0.7758
112	-0.81674
113	-0.85058
114	-0.87691
115	-0.89544
116	-0.90593
117	-0.90826
118	-0.90236
119	-0.88828
120	-0.86611
121	-0.83606
122	-0.79839
123	-0.75343
124	-0.7016
125	-0.64335
126	-0.57923
127	-0.50982
128	-0.43574
129	-0.35768
130	-0.27635
131	-0.19249
132	-0.10687
133	-2.0277e-002
134	6.6502e-002
135	0.15267
136	0.23744
137	0.32004
138	0.39971
139	0.47572
140	0.54738
141	0.61403
142	0.67505
143	0.7299
144	0.77807
