Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-2.5895e-002
6	-0.10076
7	-0.20727
8	-0.33273
9	-0.46654
10	-0.60001
11	-0.7257
12	-0.83747
13	-0.93007
14	-0.99949
15	-1.0428
16	-1.0581
17	-1.0444
18	-1.0018
19	-0.93109
20	-0.83437
21	-0.71418
22	-0.57381
23	-0.41717
24	-0.24856
25	-7.2728e-002
26	0.10527
27	0.28031
28	0.4473
29	0.60135
30	0.73801
31	0.85338
32	0.94406
33	1.0074
34	1.0417
35	1.0459
36	1.02
37	0.96491
38	0.88202
39	0.77373
40	0.64324
41	0.49423
42	0.33089
43	0.15792
44	-1.9749e-002
45	-0.19701
46	-0.3688
47	-0.53006
48	-0.67603
49	-0.80254
50	-0.90592
51	-0.98313
52	-1.0319
53	-1.0506
54	-1.0389
55	-0.99691
56	-0.92604
57	-0.82833
58	-0.7066
59	-0.56435
60	-0.40577
61	-0.23555
62	-5.868e-002
63	0.11972
64	0.29448
65	0.46058
66	0.61323
67	0.74805
68	0.86117
69	0.94931
70	1.01
71	1.0415
72	1.0429
73	1.0141
74	0.9558
75	0.86963
76	0.75795
77	0.62372
78	0.4707
79	0.30304
80	0.1251
81	-5.8587e-002
82	-0.24344
83	-0.42524
84	-0.6002
85	-0.7653
86	-0.9185
87	-1.0592
88	-1.1886
89	0.
90	-1.3103
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-2.5905e-002
99	-0.10076
100	-0.20729
101	-0.33273
102	-0.46654
103	-0.60001
104	-0.7257
105	-0.83748
106	-0.93006
107	-0.9995
108	-1.0428
109	-1.0581
110	-1.0444
111	-1.0017
112	-0.9311
113	-0.83436
114	-0.71419
115	-0.57381
116	-0.41717
117	-0.24855
118	-7.2719e-002
119	0.10528
120	0.28031
121	0.4473
122	0.60134
123	0.73802
124	0.85337
125	0.94406
126	1.0074
127	1.0417
128	1.0459
129	1.0201
130	0.96491
131	0.88201
132	0.77373
133	0.64323
134	0.49423
135	0.33089
136	0.15792
137	-1.9741e-002
138	-0.19701
139	-0.3688
140	-0.53005
141	-0.67603
142	-0.80253
143	-0.90591
144	-0.98312
145	-1.0319
146	-1.0506
147	-1.0388
